"Species","ISpecies","Aroma","Flavor","Aftertaste","Acidity","Sweetness","Ratings"
"Arabica",1,7.42,7.42,7.17,7.33,10,81.42
"Arabica",1,7.42,7.33,7.25,7.42,10,81.42
"Arabica",1,7.42,7.33,7.25,7.17,10,81.42
"Arabica",1,7.42,7.42,7.25,7.25,10,81.42
"Arabica",1,7.5,7.42,7.25,7.17,10,81.42
"Arabica",1,7.75,7.33,7.42,7,10,81.42
"Arabica",1,7.83,7,7,7.58,10,81.42
"Arabica",1,7.5,7.33,7.33,7.17,10,81.33
"Arabica",1,7.5,7.5,7,7.17,10,81.33
"Arabica",1,7.67,7.42,7,7.42,10,81.33
"Arabica",1,7.25,7.33,7.33,7.33,10,81.33
"Arabica",1,7.58,7.42,7.17,7.42,10,81.33
"Arabica",1,7.17,7.33,7.42,7.25,10,81.33
"Arabica",1,7.08,7.33,7.42,7.33,10,81.33
"Arabica",1,7.75,7.33,7.08,7.33,10,81.33
"Arabica",1,7.33,7.33,7.17,7.33,10,81.33
"Arabica",1,7.58,7.42,7.25,7.33,10,81.33
"Arabica",1,7.33,7.25,7.17,7.42,10,81.33
"Arabica",1,7.5,7.58,7.5,7.5,9.33,81.33
"Arabica",1,7.83,7.75,7.67,7.83,10,81.25
"Arabica",1,7.17,7.42,7.17,7.08,10,81.25
"Arabica",1,7.08,7.5,7.33,7.17,10,81.25
"Arabica",1,7.42,7.17,7.17,7.5,10,81.25
"Arabica",1,7.33,7.42,7.17,7.25,10,81.25
"Arabica",1,7.33,7.17,7.17,7.5,10,81.25
"Arabica",1,7.5,7.5,7.25,7.25,10,81.25
"Arabica",1,7.5,7.33,7.5,7.58,10,81.25
"Arabica",1,7.42,7.42,7.33,7.33,10,81.25
"Arabica",1,7.33,7.5,7.17,7.17,10,81.17
"Arabica",1,7.67,7.17,7.17,7.33,10,81.17
"Arabica",1,7.75,7.58,7.08,7.25,10,81.17
"Arabica",1,7.5,7.5,7.33,7.17,10,81.17
"Arabica",1,7.42,7.33,7,7.42,10,81.17
"Arabica",1,6.83,7.42,7.42,7.17,10,81.17
"Arabica",1,7.25,7.25,7.25,7.08,10,81.17
"Arabica",1,7.58,7.17,7.17,7.33,10,81.17
"Arabica",1,7.58,7.25,7.33,7.08,10,81.17
"Arabica",1,7.33,7.08,7.33,7.25,10,81.17
"Arabica",1,7.42,7.42,7.17,7.42,10,81.17
"Arabica",1,7.42,7.25,7.08,7.75,10,81.17
"Arabica",1,7.42,7.25,7.33,7.25,10,81.17
"Arabica",1,7.42,7.33,7.25,7.42,10,81.17
"Arabica",1,7.25,7.75,7.67,7.67,10,81.17
"Arabica",1,7.42,7.33,7.17,7.33,10,81.08
"Arabica",1,7.58,7.42,7.5,7.25,9.33,81.08
"Arabica",1,7.33,7.33,7.33,7.42,10,81.08
"Arabica",1,7.42,7.17,7.33,7.42,10,81.08
"Arabica",1,7.42,7.33,7.33,7.25,10,81.08
"Arabica",1,7.42,7.25,7.17,7.25,10,81.08
"Arabica",1,7.67,7.75,7.67,7.58,10,81.08
"Arabica",1,7.25,7.42,7.33,7.33,10,81.08
"Arabica",1,7.33,7.25,7.33,7.42,10,81.08
"Arabica",1,7.33,7.33,7.25,7.42,10,81.08
"Arabica",1,7.42,7.33,7.25,7.42,10,81.08
"Arabica",1,7.42,7.42,7.25,7.58,10,81.08
"Arabica",1,7.25,7.25,7.17,7.5,10,81
"Arabica",1,7.42,7.08,7.08,7.33,10,81
"Arabica",1,7.33,7.17,7.17,7.67,10,81
"Arabica",1,7.42,7.25,7.17,7.5,10,81
"Arabica",1,7.67,7.5,7.42,5.25,10,81
"Arabica",1,7.5,7.25,7,7.25,10,81
"Arabica",1,7.25,7.17,7.17,7.25,10,81
"Arabica",1,7.42,7.25,7.25,7.33,10,81
"Arabica",1,7.67,7.75,7.83,7.75,10,81
"Arabica",1,7.33,7.33,7.08,7.42,10,81
"Arabica",1,7.33,6.92,7.17,7.33,10,81
"Arabica",1,7.5,6.92,7.33,7.33,10,81
"Arabica",1,7.33,7.42,7.25,7.42,10,81
"Arabica",1,7.08,7.33,7.33,7.33,10,81
"Arabica",1,7.58,7.67,7.5,7.67,10,81
"Arabica",1,7.33,7.17,7.25,7.33,10,80.92
"Arabica",1,7.67,7.67,7.33,7.58,9.33,80.92
"Arabica",1,7.17,7.58,7.5,7.5,10,80.92
"Arabica",1,7.5,7.33,7.17,7.42,10,80.92
"Arabica",1,7.17,7.42,7,7.58,10,80.92
"Arabica",1,7.42,7.08,7.17,7.17,10,80.92
"Arabica",1,7.33,7.17,7.17,7.25,10,80.92
"Arabica",1,7.25,7.33,7.25,7.25,10,80.92
"Arabica",1,7.92,7.67,7.33,7.08,10,80.92
"Arabica",1,7.17,7.42,7.17,7.25,10,80.92
"Arabica",1,7.33,7.08,7.25,7,10,80.92
"Arabica",1,7.58,7.42,6.92,7.5,10,80.92
"Arabica",1,7.42,7.25,7.25,7.25,10,80.92
"Arabica",1,7.25,7.17,7.08,7.08,10,80.92
"Arabica",1,7.42,7.25,7.25,7.25,10,80.92
"Arabica",1,7.58,7.33,7.08,7.5,10,80.92
"Arabica",1,7.67,7.58,7.33,7.33,10,80.92
"Arabica",1,7.42,7.33,7.17,7.17,10,80.83
"Arabica",1,7.67,7.25,7.08,7.33,10,80.83
"Arabica",1,7.17,7.08,7.25,7.42,10,80.83
"Arabica",1,7.33,7.25,7.33,7.33,10,80.83
"Arabica",1,7.5,7.17,7.33,7.25,10,80.83
"Arabica",1,7.42,7.33,7,7.25,10,80.83
"Arabica",1,7.33,7.33,7,6.83,10,80.83
"Arabica",1,7.17,7.25,7.08,7.17,10,80.75
"Arabica",1,6.92,7.5,7,7.58,10,80.75
"Arabica",1,7.5,7.33,7,7.42,10,80.75
"Arabica",1,7.25,7.25,7.17,7.25,10,80.75
"Arabica",1,7.5,7.33,7,7.42,10,80.75
"Arabica",1,7.25,7.33,7.17,7.33,10,80.75
"Arabica",1,7.42,7.17,7.08,7.42,10,80.75
"Arabica",1,7.25,7.33,7.08,7.5,10,80.75
"Arabica",1,7.33,7.33,7.25,7.25,10,80.75
"Arabica",1,7.58,7.33,7.42,7.25,10,80.75
"Arabica",1,7.42,7,7.42,7.25,10,80.75
"Arabica",1,7.08,7.33,7.17,7.25,10,80.75
"Arabica",1,7.33,7.08,7.08,7.08,10,80.67
"Arabica",1,7.58,7.42,7,7.67,10,80.67
"Arabica",1,7.67,7.42,6.83,7.17,10,80.67
"Arabica",1,7.83,7.5,7.67,7.67,10,80.67
"Arabica",1,7.5,7.25,7.17,7.17,10,80.67
"Arabica",1,7.25,7.17,7.17,7.25,10,80.67
"Arabica",1,7.67,7.5,7.42,7.67,6.67,80.67
"Arabica",1,7.67,7.17,7,7.5,10,80.67
"Arabica",1,7,7.33,7.5,7.33,10,80.67
"Arabica",1,7,7.5,7.33,7.17,10,80.67
"Arabica",1,7.17,7.25,7.08,7.42,10,80.67
"Arabica",1,7.33,7.25,7.33,7.08,10,80.58
"Arabica",1,7.08,7.5,7,7.25,10,80.58
"Arabica",1,7.25,7.08,7.08,7.33,10,80.58
"Arabica",1,7.42,7.25,7.33,7,10,80.58
"Arabica",1,7.5,7.17,7,7.42,10,80.58
"Arabica",1,7.17,7.42,6.83,7.5,10,80.58
"Arabica",1,7.42,7.58,7.5,7.92,9.33,80.58
"Arabica",1,7.08,7.25,7,7.5,10,80.58
"Arabica",1,7.17,7.17,7.17,7.42,10,80.5
"Arabica",1,7.33,7.25,7.08,7.17,10,80.5
"Arabica",1,7.58,7.33,7,7.17,10,80.5
"Arabica",1,7.25,7.25,7.17,7.17,10,80.5
"Arabica",1,7.25,7.33,7.17,7.5,10,80.5
"Arabica",1,7.17,7.33,7.17,7.42,10,80.5
"Arabica",1,7.5,7.17,6.83,7.5,10,80.5
"Arabica",1,7.42,7.42,7.08,7.33,10,80.5
"Arabica",1,7.42,7.33,7.33,7.58,10,80.5
"Arabica",1,7.5,7.5,7,7.67,10,80.5
"Arabica",1,7.25,7.25,7.08,7.33,10,80.5
"Arabica",1,7.25,7.42,7,7.42,10,80.42
"Arabica",1,7.58,7.17,7.17,7.17,10,80.42
"Arabica",1,7.33,7.17,7.08,7.08,10,80.42
"Arabica",1,7.25,7.08,7.25,7.17,10,80.42
"Arabica",1,7.25,7.25,7.17,7.25,10,80.42
"Arabica",1,6.92,7.17,7.08,7.5,10,80.42
"Arabica",1,7.42,7.08,7.08,7.33,10,80.42
"Arabica",1,7.08,7.25,7.17,7.33,10,80.33
"Arabica",1,7.25,7.17,7,7.25,10,80.33
"Arabica",1,7.25,7.17,7.25,7.25,10,80.33
"Arabica",1,7.25,7.25,7.08,7.25,10,80.33
"Arabica",1,7.33,7.33,6.83,7.5,10,80.33
"Arabica",1,7.25,7.08,7.08,7.33,10,80.33
"Arabica",1,7.17,7.5,6.92,7.33,10,80.33
"Arabica",1,7.25,7.25,7.25,7.33,10,80.33
"Arabica",1,7.17,7.33,7.42,7.08,10,80.25
"Arabica",1,7.25,7.25,7,7,10,80.25
"Arabica",1,7.25,7.17,7,7.33,10,80.25
"Arabica",1,8,7.08,7,7.33,10,80.25
"Arabica",1,7.42,7,7.08,7,10,80.25
"Arabica",1,7.08,6.92,7,7.25,10,80.25
"Arabica",1,7.5,7.08,7.67,7.67,9.33,80.25
"Arabica",1,7.42,8,7.83,7.75,8.67,80.25
"Arabica",1,7.25,7.08,7.25,7.25,10,80.25
"Arabica",1,7,7.17,7.33,7.33,10,80.25
"Arabica",1,7.58,7.33,7.17,7.25,10,80.25
"Arabica",1,7.42,7.25,7.25,7.58,10,80.17
"Arabica",1,7.17,7.08,7.08,7.33,10,80.17
"Arabica",1,7.25,7.25,7,7.17,10,80.17
"Arabica",1,7.33,7.33,7,7.17,10,80.17
"Arabica",1,7.33,7.08,6.92,7.42,10,80.17
"Arabica",1,7.58,7.42,7.33,7.5,10,80.17
"Arabica",1,7.33,7.33,7.17,7.08,10,80.17
"Arabica",1,7.33,7.33,7,7.33,10,80.17
"Arabica",1,7.58,7.5,7.33,7.33,9.33,80.17
"Arabica",1,7.17,7.17,7,7.17,10,80.08
"Arabica",1,7.42,7.25,7.25,7.17,10,80.08
"Arabica",1,7.25,7.17,6.92,7.25,10,80.08
"Arabica",1,7.25,7.25,7.25,7.25,10,80.08
"Arabica",1,7.25,7.25,7.25,7,10,80.08
"Arabica",1,7.25,7.25,7.25,7.08,10,80.08
"Arabica",1,7.33,7.17,7.25,7.08,10,80.08
"Arabica",1,7.25,7.08,7,7.17,10,80.08
"Arabica",1,7.33,7.08,6.92,7.08,10,80
"Arabica",1,7.17,7.33,7,7.42,10,80
"Arabica",1,7.58,7.75,7.42,7.5,10,80
"Arabica",1,7.25,7.25,7.25,7,10,80
"Arabica",1,7.33,6.67,7.08,7.42,10,80
"Arabica",1,7.25,7.25,7.08,7.17,10,80
"Arabica",1,7.08,7.33,7,7.33,10,80
"Arabica",1,7.42,7.42,7.5,7.92,8.67,80
"Arabica",1,7.83,7.67,7.58,7.75,10,79.92
"Arabica",1,7.5,7,7,6.92,10,79.92
"Arabica",1,7.33,7.08,7.08,7.33,10,79.92
"Arabica",1,7.17,7.17,6.92,7.25,10,79.92
"Arabica",1,7.5,7.17,7,7.17,10,79.92
"Arabica",1,7.17,7.08,7.08,7.08,10,79.92
"Arabica",1,7.33,7.25,7,7.42,10,79.92
"Arabica",1,7.17,7.33,7.08,7.58,10,79.92
"Arabica",1,7.5,7.42,7.58,7.42,10,79.92
"Arabica",1,7,7.08,7,7.17,10,79.83
"Arabica",1,7.33,7.25,6.92,7.33,10,79.83
"Arabica",1,6.83,7.17,7.17,6.92,10,79.83
"Arabica",1,7.17,7.08,7,7.25,10,79.83
"Arabica",1,7.58,7.08,6.83,7.17,10,79.83
"Arabica",1,7.5,7.42,7.25,7.58,9.33,79.75
"Arabica",1,7.75,7.33,7.17,7.33,8.67,79.75
"Arabica",1,7.08,7.08,7.25,7,10,79.75
"Arabica",1,7.25,7.08,6.92,7.5,10,79.75
"Arabica",1,7,7.08,7,7.25,10,79.75
"Arabica",1,7.58,7.5,7.67,7.75,10,79.75
"Arabica",1,7.58,7.08,7,7,10,79.75
"Arabica",1,7.58,7.08,6.92,7.58,10,79.75
"Arabica",1,7.25,7.08,7,7.17,10,79.75
"Arabica",1,7.25,7.17,7.17,7.08,10,79.75
"Arabica",1,7.33,7.25,7,7.08,10,79.75
"Arabica",1,7.58,7.33,7.5,7.33,9.33,79.75
"Arabica",1,7.25,6.83,6.92,7.08,10,79.75
"Arabica",1,7.42,7.42,7.25,7.58,9.33,79.67
"Arabica",1,7.25,7.08,7,6.83,10,79.67
"Arabica",1,6.92,7.17,6.83,7.42,10,79.67
"Arabica",1,7.5,7,6.83,7.08,10,79.67
"Arabica",1,7.42,7.25,6.83,7.58,10,79.67
"Arabica",1,7.33,7.17,7,6.75,10,79.67
"Arabica",1,6.92,7.17,7.17,7.17,10,79.67
"Arabica",1,7.17,7.17,7,7,10,79.67
"Arabica",1,7.08,7,6.92,7.33,10,79.58
"Arabica",1,7.25,6.92,6.92,7.33,10,79.58
"Arabica",1,7.25,7.17,7,6.75,10,79.58
"Arabica",1,7.08,7,6.83,7.33,10,79.58
"Arabica",1,6.92,6.92,7,7.42,10,79.5
"Arabica",1,6.92,7,7.17,7,10,79.5
"Arabica",1,7.83,7.5,7.42,7.42,10,79.5
"Arabica",1,7.25,7.08,6.92,7.25,10,79.5
"Arabica",1,7.25,7.33,7,7.25,10,79.5
"Arabica",1,7.08,7.33,7.25,7.58,9.33,79.42
"Arabica",1,7.25,7.33,6.83,7,10,79.42
"Arabica",1,7,6.83,6.83,7.42,10,79.42
"Arabica",1,7.42,7.25,6.83,7,10,79.33
"Arabica",1,7.42,7.25,6.75,7.25,10,79.33
"Arabica",1,7,7,6.83,7.33,10,79.33
"Arabica",1,7.42,7.17,7.08,7.17,10,79.33
"Arabica",1,7.17,6.5,6.33,7.25,10,79.33
"Arabica",1,7.08,6.83,6.83,7.25,10,79.25
"Arabica",1,7,7,6.92,7.17,10,79.25
"Arabica",1,7.33,7.42,7.33,7.42,9.33,79.17
"Arabica",1,7.58,7,6.75,6.92,10,79.17
"Arabica",1,7.08,7,6.92,7.42,10,79.17
"Arabica",1,7.25,7.17,6.75,7.25,10,79.17
"Arabica",1,7.17,7.42,7.5,8,6.67,79.17
"Arabica",1,7.25,7.08,6.92,7.08,10,79.17
"Arabica",1,7.17,6.92,6.92,7.08,10,79.17
"Arabica",1,6.75,6.75,6.83,7.25,10,79.17
"Arabica",1,7.58,7.67,7.42,7.42,8.67,79.08
"Arabica",1,7.42,7.08,6.75,7.33,10,79.08
"Arabica",1,7.33,7,6.92,7.25,10,79.08
"Arabica",1,7.25,7.08,6.75,7.33,10,79.08
"Arabica",1,7.17,7.25,7.25,7.17,10,79.08
"Arabica",1,6.75,6.75,6.42,6.83,10,79.08
"Arabica",1,7.33,7.17,6.58,7.42,10,79
"Arabica",1,7,7,7,7,10,79
"Arabica",1,7.67,7.17,7.08,7.25,9.33,79
"Arabica",1,6.75,7.08,6.67,7.25,10,79
"Arabica",1,7.5,7.17,6.92,7.5,10,79
"Arabica",1,7.17,6.83,6.83,7.25,10,79
"Arabica",1,7.33,7,6.75,7.08,10,78.92
"Arabica",1,7.5,7,6.92,7.08,10,78.92
"Arabica",1,7.17,7,6.92,7,10,78.83
"Arabica",1,7.5,6.92,6.92,7.25,9.33,78.75
"Arabica",1,7.33,7.08,6.33,7.25,10,78.75
"Arabica",1,7.25,6.83,6.83,7,10,78.75
"Arabica",1,7.25,7.33,7.17,7.25,10,78.75
"Arabica",1,7.67,7.17,6.83,7.33,8.67,78.75
"Arabica",1,7,6.92,6.83,7.17,9.33,78.67
"Arabica",1,6.92,6.92,6.67,7.25,10,78.67
"Arabica",1,7.08,7,6.75,6.83,10,78.58
"Arabica",1,6.83,7.08,6.92,6.75,10,78.58
"Arabica",1,7.33,7.17,6.92,7.58,10,78.58
"Arabica",1,6.83,6.75,7.17,7.25,10,78.58
"Arabica",1,7,7,6.75,7.33,10,78.58
"Arabica",1,7.92,7.58,7.58,7.92,10,78.58
"Arabica",1,7.92,6.83,7.08,7.42,10,78.58
"Arabica",1,7.25,6.75,6.92,6.92,10,78.5
"Arabica",1,7.08,6.83,6.83,7,10,78.5
"Arabica",1,7.25,7.17,7,6.83,10,78.5
"Arabica",1,6.83,7,6.92,7.08,10,78.42
"Arabica",1,7.58,7.17,7,7.17,10,78.42
"Arabica",1,7.5,7.75,7.58,7.83,8.67,78.33
"Arabica",1,7.17,6.5,6.67,7,10,78.33
"Arabica",1,7.17,7.17,6.5,7.17,10,78.33
"Arabica",1,7.25,7.25,7,7.5,10,78.33
"Arabica",1,7.17,6.08,6.17,7.25,10,78.33
"Arabica",1,7.5,7.5,7.33,7.58,8.67,78.25
"Arabica",1,7.42,7.33,7.33,7.5,9.33,78.25
"Arabica",1,6.92,6.83,6.92,6.92,10,78.17
"Arabica",1,7.08,6.83,6.67,7.25,10,78.08
"Arabica",1,7.5,7.08,7.33,7.17,10,78
"Arabica",1,6.83,7,6.67,7,10,78
"Arabica",1,7.58,7.33,7.5,7.42,9.33,78
"Arabica",1,7.42,7.25,6.83,7.33,9.33,78
"Arabica",1,7.33,7.17,6.92,7.08,9.33,78
"Arabica",1,7,6.83,6.83,7.17,10,78
"Arabica",1,7.25,7.33,7,7,8,78
"Arabica",1,7.42,7.17,7,7.17,9.33,78
"Arabica",1,7.5,7.25,7.42,7,10,77.92
"Arabica",1,7.42,7.25,7,7,10,77.92
"Arabica",1,7.17,6.17,6.17,7.08,10,77.92
"Arabica",1,7.42,7,7,7.17,10,77.83
"Arabica",1,7,6.75,6.67,6.83,10,77.83
"Arabica",1,7,6.83,6.67,7.17,10,77.83
"Arabica",1,7.17,6.75,6.58,7.33,10,77.67
"Arabica",1,7.58,7.67,7.58,7.67,6,77.58
"Arabica",1,7.17,6.75,6.58,6.75,10,77.5
"Arabica",1,7.08,6.92,6.33,7,10,77.42
"Arabica",1,7.5,7.33,7.42,7.58,10,77.33
"Arabica",1,7.33,7,6.83,7.17,9.33,77.33
"Arabica",1,7.33,7,6.67,7,10,77.33
"Arabica",1,6.83,6.83,6.83,6.75,10,77.25
"Arabica",1,7.08,6.92,6.83,6.67,10,77.25
"Arabica",1,7.08,7,7,7.25,10,77.17
"Arabica",1,7.42,7.75,7.42,7.67,9.33,77
"Arabica",1,7.67,7.33,7.17,6.67,6.67,76.83
"Arabica",1,6.67,6.33,6.42,6.83,10,76.75
"Arabica",1,6.42,6.5,6.5,7.33,10,76.5
"Arabica",1,7.17,6.58,6.58,7,10,76.42
"Arabica",1,7.5,7,6.83,7.5,8.67,76.33
"Arabica",1,6.17,6.5,6.5,7.17,10,76.33
"Arabica",1,7.25,7.08,6.83,7.17,9.33,76.25
"Arabica",1,7.5,7.33,7.33,7.58,8,76.17
"Arabica",1,7.42,7,6.83,7.08,10,76.17
"Arabica",1,7.33,7,6.5,6.08,9.33,76.17
"Arabica",1,7.08,6.83,6.83,7.17,10,76.08
"Arabica",1,6.83,6.83,6.67,6.83,10,76
"Arabica",1,6.83,6.5,6.5,6.92,9.33,75.83
"Arabica",1,7.17,7,6.83,7.5,10,75.67
"Arabica",1,7.92,7.58,7.17,7.58,8,75.58
"Arabica",1,6.67,6.5,6.33,7,10,75.58
"Arabica",1,7.5,7.25,6.92,7,10,75.5
"Arabica",1,7.17,6.92,6.67,6.83,10,75.17
"Arabica",1,7.25,6.83,6.67,7.08,10,75.17
"Arabica",1,7.17,7.17,6.83,7.17,10,75.17
"Arabica",1,7,6.92,6.75,6.92,10,75
"Arabica",1,7.08,6.75,6.58,7,10,74.92
"Arabica",1,7.33,6.75,6.67,7.25,10,74.83
"Arabica",1,6.75,6.5,6.17,7,10,74.75
"Arabica",1,6.75,6.67,6.17,7.17,10,74.75
"Arabica",1,7.08,7,6.83,7.5,10,74.67
"Arabica",1,7.5,7.25,7,7.25,6.67,74.42
"Arabica",1,6.5,6.33,6.5,7.5,8.67,74.33
"Arabica",1,7,6.58,6.67,6.83,10,74.33
"Arabica",1,6.92,6.42,6.17,7.33,10,74
"Arabica",1,7.67,7,7.17,7.58,10,73.83
"Arabica",1,7.17,7.17,7.17,7.58,6.67,73.67
"Arabica",1,7.25,6.58,6.58,7,10,73.5
"Arabica",1,7,7.17,6.83,7.17,8,73.42
"Arabica",1,7.08,7.08,6.92,7.08,8,72.92
"Arabica",1,8,7.33,7.75,7.33,6.67,72.83
"Arabica",1,6.92,6.92,6.92,7.5,9.33,72.58
"Arabica",1,6.92,6.75,7.08,7.17,8.67,72.33
"Arabica",1,6.33,6.5,6.33,6.83,10,71.75
"Arabica",1,6.92,6.92,6.92,6.92,10,71.08
"Arabica",1,6.5,6.67,6.42,7.17,10,71
"Arabica",1,6.92,7,6.83,6.92,10,70.75
"Arabica",1,7,7,6.83,7,10,70.67
"Arabica",1,6.67,6.5,6.17,6.67,8,69.33
"Arabica",1,7,6.17,6.17,6.67,8,69.17
"Arabica",1,7,6.33,6.17,6.5,8,69.17
"Arabica",1,7.08,6.83,6.25,7.42,10,68.33
"Arabica",1,6.75,6.58,6.42,6.67,6,67.92
"Arabica",1,7.25,6.58,6.33,6.25,6,63.08
"Arabica",1,7.5,6.67,6.67,7.67,1.33,59.83
"Arabica",1,0,0,0,0,0,0
"Robusta",0,7.83,8.08,7.75,7.92,8,83.75
"Robusta",0,8,7.75,7.92,8,8,83.5
"Robusta",0,7.92,7.83,7.92,8,7.83,83.25
"Robusta",0,8,7.92,7.92,7.75,7.75,83
"Robusta",0,8.33,7.83,7.83,7.75,7.58,83
"Robusta",0,8,7.92,7.67,8,7.75,82.75
"Robusta",0,7.67,7.75,7.83,7.83,8,82.58
"Robusta",0,7.67,7.75,7.83,7.67,7.92,82.5
"Robusta",0,7.67,7.75,7.58,7.83,7.92,82.5
"Robusta",0,7.67,7.83,7.83,7.83,7.75,82.42
"Robusta",0,7.58,7.92,7.75,7.83,7.67,81.75
"Robusta",0,7.67,7.83,7.75,7.5,7.75,81.58
"Robusta",0,7.58,7.58,7.67,7.58,7.5,81.58
"Robusta",0,8,7.75,7.75,7.58,7.58,81.5
"Robusta",0,8,7.67,7.75,7.5,7.58,81.5
"Robusta",0,7.75,7.75,7.67,7.67,7.58,81.42
"Robusta",0,7.5,7.5,7.25,7.83,7.83,81.25
"Robusta",0,7.33,7.58,7.5,7.75,7.75,80.92
"Robusta",0,7.83,7.58,7.33,7.67,7.75,80.58
"Robusta",0,7.75,7.42,7.33,7.58,7.67,80.5
"Robusta",0,7.67,7.67,7.5,7.33,7.42,80.17
"Robusta",0,7.58,7.42,7.42,7.83,7.42,80.17
"Robusta",0,7.92,7.5,7.42,7.42,7.58,79.33
"Robusta",0,7.75,7.58,7.33,7.58,7.75,78.75
"Robusta",0,7.5,7.67,7.75,7.75,8.42,78.08
"Robusta",0,7.33,7.33,7.17,7.42,7.42,77.17
"Robusta",0,7.42,6.83,6.75,7.17,7.08,75.08
"Robusta",0,6.75,6.67,6.5,6.83,6.67,73.75
